date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2022/09/15,2022,9,15,chokepoint18,Torres Strait,3,7,2,1,3,13,16,60733,157891,4766,3470,88726,226861,315587,47469
2023/12/22,2023,12,22,chokepoint18,Torres Strait,0,6,1,1,1,8,9,0,173182,1695,2892,0,177771,177771,47470
2020/08/14,2020,8,14,chokepoint18,Torres Strait,2,3,1,0,2,6,8,47737,70239,0,0,48295,117977,166272,47471
2022/09/16,2022,9,16,chokepoint18,Torres Strait,2,3,1,0,1,6,7,31277,28826,0,0,31477,60103,91581,47472
2023/12/23,2023,12,23,chokepoint18,Torres Strait,1,5,2,0,0,8,8,0,115163,7633,0,0,122796,122796,47473
2020/08/15,2020,8,15,chokepoint18,Torres Strait,0,5,0,0,3,5,8,0,99204,0,0,44593,99204,143797,47474
2022/09/17,2022,9,17,chokepoint18,Torres Strait,2,4,0,0,1,6,7,54518,168578,0,0,0,223097,223097,47475
2023/12/24,2023,12,24,chokepoint18,Torres Strait,2,5,2,0,1,9,10,44304,172811,574,0,2951,217690,220641,47476
2020/08/16,2020,8,16,chokepoint18,Torres Strait,1,3,1,0,4,5,9,23143,0,574,0,54988,23718,78707,47477
2022/09/18,2022,9,18,chokepoint18,Torres Strait,0,1,2,0,5,3,8,0,82577,2462,0,117396,85039,202436,47478
2023/12/25,2023,12,25,chokepoint18,Torres Strait,2,5,2,0,3,9,12,32668,231784,37072,0,116196,301526,417722,47479
2020/08/17,2020,8,17,chokepoint18,Torres Strait,1,2,0,0,2,3,5,7601,30244,0,0,33055,37846,70901,47480
2023/12/26,2023,12,26,chokepoint18,Torres Strait,1,8,1,0,1,10,11,24369,207694,890,0,36505,232954,269460,47481
2020/08/18,2020,8,18,chokepoint18,Torres Strait,4,3,2,1,1,10,11,84991,0,9261,0,0,94252,94252,47482
2020/08/19,2020,8,19,chokepoint18,Torres Strait,1,8,1,0,2,10,12,21316,82572,0,0,4932,103888,108820,47483
2020/08/20,2020,8,20,chokepoint18,Torres Strait,1,4,1,1,3,7,10,25481,159362,1696,4659,11283,191200,202484,47484
2023/12/27,2023,12,27,chokepoint18,Torres Strait,0,3,0,1,2,4,6,0,64201,0,824,20800,65025,85826,47485
2020/08/21,2020,8,21,chokepoint18,Torres Strait,2,9,2,0,0,13,13,43790,176568,3334,0,0,223694,223694,47486
2020/08/22,2020,8,22,chokepoint18,Torres Strait,2,4,1,0,2,7,9,36018,101275,0,0,15220,137293,152514,47487
2023/12/28,2023,12,28,chokepoint18,Torres Strait,2,2,1,0,4,5,9,63522,47794,0,0,100345,111317,211663,47488
2020/08/23,2020,8,23,chokepoint18,Torres Strait,2,3,1,0,5,6,11,21142,53902,574,0,52218,75619,127838,47489
2022/09/19,2022,9,19,chokepoint18,Torres Strait,3,4,1,0,2,8,10,69659,114878,824,0,47986,185362,233349,47490
2023/12/29,2023,12,29,chokepoint18,Torres Strait,0,6,1,0,0,7,7,0,188286,1123,0,0,189410,189410,47491
2020/08/24,2020,8,24,chokepoint18,Torres Strait,4,5,0,0,2,9,11,115193,37216,0,0,34615,152410,187025,47492
2022/09/20,2022,9,20,chokepoint18,Torres Strait,1,5,0,0,1,6,7,21846,129378,0,0,0,151225,151225,47493
2023/12/30,2023,12,30,chokepoint18,Torres Strait,1,2,1,0,3,4,7,11038,33499,0,0,10761,44537,55299,47494
2020/08/25,2020,8,25,chokepoint18,Torres Strait,2,3,0,0,2,5,7,53762,82577,0,0,81076,136339,217416,47495
2022/09/21,2022,9,21,chokepoint18,Torres Strait,5,4,0,0,1,9,10,121220,154713,0,0,0,275933,275933,47496
2023/12/31,2023,12,31,chokepoint18,Torres Strait,0,3,1,2,2,6,8,0,167485,574,4340,6548,172400,178948,47497
2020/08/26,2020,8,26,chokepoint18,Torres Strait,1,3,1,0,3,5,8,2148,157877,2098,0,90230,162124,252355,47498
2022/09/22,2022,9,22,chokepoint18,Torres Strait,2,7,0,0,2,9,11,25551,132772,0,0,5491,158323,163815,47499
2024/01/01,2024,1,1,chokepoint18,Torres Strait,2,3,0,0,0,5,5,40844,88080,0,0,0,128925,128925,47500
2020/08/27,2020,8,27,chokepoint18,Torres Strait,0,5,2,1,2,8,10,0,78659,4928,2061,43720,85649,129370,47501
2022/09/23,2022,9,23,chokepoint18,Torres Strait,2,5,0,0,8,7,15,35042,185194,0,0,47225,220237,267462,47502
2024/01/02,2024,1,2,chokepoint18,Torres Strait,3,7,0,0,6,10,16,97835,224835,0,0,106065,322671,428736,47503
2020/08/28,2020,8,28,chokepoint18,Torres Strait,0,3,0,0,2,3,5,0,113192,0,0,0,113192,113192,47504
2022/09/24,2022,9,24,chokepoint18,Torres Strait,0,4,0,1,1,5,6,0,111540,0,1512,0,113053,113053,47505
2024/01/03,2024,1,3,chokepoint18,Torres Strait,1,5,0,0,4,6,10,0,132328,0,0,0,132328,132328,47506
2020/08/29,2020,8,29,chokepoint18,Torres Strait,1,3,0,0,0,4,4,25512,97431,0,0,0,122943,122943,47507
2022/09/25,2022,9,25,chokepoint18,Torres Strait,3,2,2,0,1,7,8,52330,94713,574,0,0,147619,147619,47508
2024/01/04,2024,1,4,chokepoint18,Torres Strait,2,5,1,0,1,8,9,25483,120145,1833,0,29444,147462,176907,47509
2020/08/30,2020,8,30,chokepoint18,Torres Strait,1,3,4,0,4,8,12,19728,112645,4701,0,12085,137075,149161,47510
2022/09/26,2022,9,26,chokepoint18,Torres Strait,2,3,1,1,1,7,8,34801,51193,3312,4071,12085,93379,105464,47511
2024/01/05,2024,1,5,chokepoint18,Torres Strait,2,7,1,0,1,10,11,40703,208470,6883,0,38245,256056,294302,47512
2020/08/31,2020,8,31,chokepoint18,Torres Strait,3,4,0,0,1,7,8,101293,33927,0,0,38311,135221,173532,47513
2022/09/27,2022,9,27,chokepoint18,Torres Strait,1,4,0,2,2,7,9,26583,127422,0,0,32587,154005,186593,47514
2024/01/06,2024,1,6,chokepoint18,Torres Strait,4,7,2,0,3,13,16,90530,97505,748,0,6683,188784,195467,47515
2020/09/01,2020,9,1,chokepoint18,Torres Strait,1,4,1,0,0,6,6,40501,225355,2098,0,0,267955,267955,47516
2022/09/28,2022,9,28,chokepoint18,Torres Strait,1,6,0,0,0,7,7,3934,245263,0,0,0,249198,249198,47517
2024/01/07,2024,1,7,chokepoint18,Torres Strait,2,5,1,0,1,8,9,9886,198501,574,0,0,208961,208961,47518
2020/09/02,2020,9,2,chokepoint18,Torres Strait,2,7,1,0,1,10,11,37867,53942,18779,0,38541,110589,149131,47519
2022/09/29,2022,9,29,chokepoint18,Torres Strait,3,4,0,0,0,7,7,63205,140032,0,0,0,203238,203238,47520
2024/01/08,2024,1,8,chokepoint18,Torres Strait,2,2,4,1,4,9,13,44132,0,8051,0,32788,52184,84972,47521
2020/09/03,2020,9,3,chokepoint18,Torres Strait,1,1,2,0,2,4,6,5616,0,2204,0,107629,7820,115450,47522
2022/09/30,2022,9,30,chokepoint18,Torres Strait,2,5,1,0,7,8,15,50645,145788,289,0,130101,196723,326825,47523
2024/01/09,2024,1,9,chokepoint18,Torres Strait,0,7,0,0,3,7,10,0,159730,0,0,87936,159730,247667,47524
2020/09/04,2020,9,4,chokepoint18,Torres Strait,2,5,0,0,2,7,9,28167,32577,0,0,87200,60745,147946,47525
2022/10/01,2022,10,1,chokepoint18,Torres Strait,1,4,0,0,5,5,10,10724,50039,0,0,193356,60764,254120,47526
2024/01/10,2024,1,10,chokepoint18,Torres Strait,0,4,0,0,1,4,5,0,91754,0,0,7273,91754,99028,47527
2020/09/05,2020,9,5,chokepoint18,Torres Strait,0,5,0,0,0,5,5,0,100848,0,0,0,100848,100848,47528
2022/10/02,2022,10,2,chokepoint18,Torres Strait,0,5,1,1,2,7,9,0,111937,574,5345,0,117858,117858,47529
2024/01/11,2024,1,11,chokepoint18,Torres Strait,1,5,1,1,1,8,9,11457,149589,1220,1717,7411,163985,171397,47530
2020/09/06,2020,9,6,chokepoint18,Torres Strait,2,6,2,1,1,11,12,58009,171739,7242,3433,32939,240425,273364,47531
2024/01/12,2024,1,12,chokepoint18,Torres Strait,4,4,1,0,7,9,16,59294,32431,21044,0,87508,112770,200279,47532
2020/09/07,2020,9,7,chokepoint18,Torres Strait,3,5,1,0,1,9,10,37065,82577,3073,0,0,122716,122716,47533
2024/01/13,2024,1,13,chokepoint18,Torres Strait,1,2,2,0,0,5,5,29574,92708,2693,0,0,124977,124977,47534
2020/09/08,2020,9,8,chokepoint18,Torres Strait,2,5,1,1,3,9,12,62419,270343,6040,3806,74962,342610,417573,47535
2020/09/09,2020,9,9,chokepoint18,Torres Strait,0,1,0,0,2,1,3,0,0,0,0,0,0,0,47536
2024/01/14,2024,1,14,chokepoint18,Torres Strait,0,2,2,0,2,4,6,0,50591,574,0,92095,51166,143262,47537
2020/09/10,2020,9,10,chokepoint18,Torres Strait,3,2,1,0,2,6,8,39791,86192,4217,0,46468,130201,176669,47538
2024/01/15,2024,1,15,chokepoint18,Torres Strait,1,4,0,0,2,5,7,28758,33623,0,0,43723,62382,106105,47539
2022/10/03,2022,10,3,chokepoint18,Torres Strait,0,5,0,0,1,5,6,0,64382,0,0,48339,64382,112721,47540
2020/09/11,2020,9,11,chokepoint18,Torres Strait,0,3,1,0,1,4,5,0,70981,627,0,11175,71609,82784,47541
2024/01/16,2024,1,16,chokepoint18,Torres Strait,1,1,0,0,0,2,2,8397,61962,0,0,0,70359,70359,47542
2022/10/04,2022,10,4,chokepoint18,Torres Strait,1,4,1,0,3,6,9,45822,101068,1222,0,97391,148113,245505,47543
2020/09/12,2020,9,12,chokepoint18,Torres Strait,0,10,0,0,3,10,13,0,236023,0,0,83141,236023,319164,47544
2024/01/17,2024,1,17,chokepoint18,Torres Strait,1,4,1,1,2,7,9,17614,142989,6831,4322,38490,171757,210248,47545
2022/10/05,2022,10,5,chokepoint18,Torres Strait,1,5,1,1,5,8,13,26283,112955,0,4851,45491,144090,189581,47546
2020/09/13,2020,9,13,chokepoint18,Torres Strait,4,2,1,0,2,7,9,57594,0,425,0,40522,58019,98542,47547
2024/01/18,2024,1,18,chokepoint18,Torres Strait,3,8,2,0,1,13,14,55929,149456,16315,0,0,221701,221701,47548
2022/10/06,2022,10,6,chokepoint18,Torres Strait,1,2,2,0,1,5,6,0,82577,1144,0,38498,83721,122220,47549
2020/09/14,2020,9,14,chokepoint18,Torres Strait,1,8,0,0,3,9,12,22980,271888,0,0,80933,294869,375802,47550
2024/01/19,2024,1,19,chokepoint18,Torres Strait,0,5,0,0,2,5,7,0,25441,0,0,77254,25441,102696,47551
2022/10/07,2022,10,7,chokepoint18,Torres Strait,4,7,1,0,2,12,14,67645,237911,289,0,9076,305846,314923,47552
2020/09/15,2020,9,15,chokepoint18,Torres Strait,1,3,1,0,1,5,6,19245,127046,2098,0,0,148390,148390,47553
2024/01/20,2024,1,20,chokepoint18,Torres Strait,2,3,0,0,2,5,7,6938,83006,0,0,39910,89944,129855,47554
2022/10/08,2022,10,8,chokepoint18,Torres Strait,3,4,0,1,0,8,8,82146,30838,0,0,0,112985,112985,47555
2020/09/16,2020,9,16,chokepoint18,Torres Strait,4,7,0,0,2,11,13,127645,108446,0,0,61129,236092,297221,47556
2024/01/21,2024,1,21,chokepoint18,Torres Strait,0,3,2,1,1,6,7,0,72134,1323,578,48336,74036,122372,47557
2022/10/09,2022,10,9,chokepoint18,Torres Strait,2,9,1,0,1,12,13,37239,198719,574,0,0,236533,236533,47558
2020/09/17,2020,9,17,chokepoint18,Torres Strait,0,7,3,1,6,11,17,0,234097,13001,0,0,247099,247099,47559
2024/01/22,2024,1,22,chokepoint18,Torres Strait,3,5,1,0,2,9,11,38489,30858,1410,0,78509,70758,149267,47560
2022/10/10,2022,10,10,chokepoint18,Torres Strait,0,3,3,0,5,6,11,0,59385,21102,0,129143,80487,209631,47561
2020/09/18,2020,9,18,chokepoint18,Torres Strait,1,5,1,1,6,8,14,26839,119655,0,0,136492,146495,282987,47562
2024/01/23,2024,1,23,chokepoint18,Torres Strait,0,3,3,0,0,6,6,0,77436,9558,0,0,86995,86995,47563
2022/10/11,2022,10,11,chokepoint18,Torres Strait,2,2,1,0,5,5,10,24176,35460,2254,0,111459,61891,173350,47564
2020/09/19,2020,9,19,chokepoint18,Torres Strait,2,3,2,0,1,7,8,42364,30409,21467,0,4435,94241,98676,47565
2024/01/24,2024,1,24,chokepoint18,Torres Strait,4,6,1,0,4,11,15,44872,223020,2108,0,41702,270001,311703,47566
2022/10/12,2022,10,12,chokepoint18,Torres Strait,3,7,1,0,3,11,14,121361,222725,637,0,6444,344724,351168,47567
2020/09/20,2020,9,20,chokepoint18,Torres Strait,3,4,1,0,0,8,8,45718,179396,574,0,0,225690,225690,47568
2024/01/25,2024,1,25,chokepoint18,Torres Strait,2,4,1,0,0,7,7,26078,126169,1447,0,0,153695,153695,47569
2022/10/13,2022,10,13,chokepoint18,Torres Strait,1,5,1,0,2,7,9,19123,0,0,0,36130,19123,55253,47570
2020/09/21,2020,9,21,chokepoint18,Torres Strait,1,3,1,0,0,5,5,24910,28368,0,0,0,53279,53279,47571
2024/01/26,2024,1,26,chokepoint18,Torres Strait,3,1,0,1,3,5,8,39123,73582,0,1627,7272,114333,121606,47572
2022/10/14,2022,10,14,chokepoint18,Torres Strait,3,2,1,0,2,6,8,60779,74557,289,0,84364,135627,219991,47573
2020/09/22,2020,9,22,chokepoint18,Torres Strait,2,5,0,0,2,7,9,57764,54221,0,0,7242,111986,119229,47574
2024/01/27,2024,1,27,chokepoint18,Torres Strait,0,3,1,0,6,4,10,0,144696,748,0,88284,145444,233728,47575
2022/10/15,2022,10,15,chokepoint18,Torres Strait,2,3,1,1,2,7,9,48412,220954,0,0,7941,269367,277308,47576
2020/09/23,2020,9,23,chokepoint18,Torres Strait,0,4,1,0,2,5,7,0,166551,2098,0,0,168649,168649,47577
2022/10/16,2022,10,16,chokepoint18,Torres Strait,0,3,1,0,1,4,5,0,77708,574,0,39433,78283,117716,47578
2024/01/28,2024,1,28,chokepoint18,Torres Strait,1,6,1,1,2,9,11,23338,115707,1695,578,0,141319,141319,47579
2020/09/24,2020,9,24,chokepoint18,Torres Strait,1,2,0,0,4,3,7,18804,0,0,0,154817,18804,173621,47580
2022/10/17,2022,10,17,chokepoint18,Torres Strait,2,3,2,2,0,9,9,47243,121111,25406,4422,0,198183,198183,47581
2024/01/29,2024,1,29,chokepoint18,Torres Strait,3,2,2,0,4,7,11,78485,0,9997,0,118149,88483,206633,47582
2020/09/25,2020,9,25,chokepoint18,Torres Strait,2,9,1,1,1,13,14,38287,280556,0,578,10031,319422,329453,47583
2020/09/26,2020,9,26,chokepoint18,Torres Strait,3,4,0,1,1,8,9,38886,32856,0,4659,24118,76403,100522,47584
2020/09/27,2020,9,27,chokepoint18,Torres Strait,0,1,2,0,2,3,5,0,54463,574,0,58646,55037,113684,47585
2020/09/28,2020,9,28,chokepoint18,Torres Strait,0,6,1,0,2,7,9,0,262591,14968,0,18368,277560,295929,47586
2020/09/29,2020,9,29,chokepoint18,Torres Strait,1,3,0,0,0,4,4,34746,60475,0,0,0,95221,95221,47587
2020/09/30,2020,9,30,chokepoint18,Torres Strait,3,5,1,0,0,9,9,89587,184173,0,0,0,273760,273760,47588
2020/10/01,2020,10,1,chokepoint18,Torres Strait,3,3,1,1,1,8,9,49984,137248,1571,2521,0,191326,191326,47589
2020/10/02,2020,10,2,chokepoint18,Torres Strait,2,2,0,0,0,4,4,48530,61445,0,0,0,109975,109975,47590
2020/10/03,2020,10,3,chokepoint18,Torres Strait,3,6,0,0,4,9,13,51210,204805,0,0,75482,256016,331498,47591
2020/10/04,2020,10,4,chokepoint18,Torres Strait,2,2,1,0,2,5,7,43648,26997,574,0,37000,71221,108222,47592
2020/10/05,2020,10,5,chokepoint18,Torres Strait,0,2,2,0,4,4,8,0,64376,10866,0,49407,75243,124651,47593
2020/10/06,2020,10,6,chokepoint18,Torres Strait,3,3,1,0,2,7,9,50446,121162,0,0,0,171609,171609,47594
2020/10/07,2020,10,7,chokepoint18,Torres Strait,2,4,0,0,3,6,9,51306,63601,0,0,40281,114908,155189,47595
2020/10/08,2020,10,8,chokepoint18,Torres Strait,0,4,1,0,3,5,8,0,81485,1424,0,85000,82909,167909,47596
2020/10/09,2020,10,9,chokepoint18,Torres Strait,2,5,0,0,0,7,7,41244,238155,0,0,0,279400,279400,47597
2020/10/10,2020,10,10,chokepoint18,Torres Strait,1,6,0,2,3,9,12,19056,232174,0,1899,20214,253130,273345,47598
2020/10/11,2020,10,11,chokepoint18,Torres Strait,2,7,2,0,1,11,12,41950,298207,18519,0,0,358677,358677,47599
2020/10/12,2020,10,12,chokepoint18,Torres Strait,2,3,0,0,5,5,10,29311,129811,0,0,86662,159122,245784,47600
2020/10/13,2020,10,13,chokepoint18,Torres Strait,3,2,0,0,1,5,6,87766,66159,0,0,0,153925,153925,47601
2020/10/14,2020,10,14,chokepoint18,Torres Strait,3,3,0,0,1,6,7,53789,111201,0,0,0,164990,164990,47602
2020/10/15,2020,10,15,chokepoint18,Torres Strait,1,4,0,1,2,6,8,5739,104546,0,3812,51313,114098,165411,47603
2020/10/16,2020,10,16,chokepoint18,Torres Strait,3,4,0,1,0,8,8,48786,0,0,578,0,49365,49365,47604
2020/10/17,2020,10,17,chokepoint18,Torres Strait,0,4,0,0,3,4,7,0,167977,0,0,76816,167977,244793,47605
2020/10/18,2020,10,18,chokepoint18,Torres Strait,3,5,4,1,2,13,15,55583,30439,2341,0,98230,88364,186594,47606
2020/10/19,2020,10,19,chokepoint18,Torres Strait,1,1,1,0,2,3,5,37123,0,0,0,0,37123,37123,47607
2020/10/20,2020,10,20,chokepoint18,Torres Strait,5,4,1,0,0,10,10,129792,68190,6982,0,0,204966,204966,47608
2020/10/21,2020,10,21,chokepoint18,Torres Strait,1,6,2,1,1,10,11,3752,202240,9174,578,0,215746,215746,47609
2020/10/22,2020,10,22,chokepoint18,Torres Strait,0,8,1,0,2,9,11,0,223390,3133,0,23343,226523,249867,47610
2020/10/23,2020,10,23,chokepoint18,Torres Strait,1,3,2,1,3,7,10,27770,32236,16387,2385,0,78781,78781,47611
2020/10/24,2020,10,24,chokepoint18,Torres Strait,1,2,1,0,0,4,4,7891,53699,2287,0,0,63877,63877,47612
2020/10/25,2020,10,25,chokepoint18,Torres Strait,1,4,1,0,2,6,8,4739,82105,574,0,0,87420,87420,47613
2020/10/26,2020,10,26,chokepoint18,Torres Strait,4,7,2,0,2,13,15,94915,202656,3133,0,0,300704,300704,47614
2020/10/27,2020,10,27,chokepoint18,Torres Strait,5,2,0,0,2,7,9,95672,102130,0,0,15241,197803,213045,47615
2020/10/28,2020,10,28,chokepoint18,Torres Strait,2,5,1,0,3,8,11,30452,163260,1898,0,81335,195611,276946,47616
2020/10/29,2020,10,29,chokepoint18,Torres Strait,3,4,1,0,4,8,12,51394,173869,1043,0,49568,226307,275876,47617
2020/10/30,2020,10,30,chokepoint18,Torres Strait,4,7,0,0,4,11,15,85456,279078,0,0,41953,364534,406488,47618
2020/10/31,2020,10,31,chokepoint18,Torres Strait,0,4,0,1,4,5,9,0,35164,0,3457,73987,38622,112609,47619
2020/11/01,2020,11,1,chokepoint18,Torres Strait,0,6,2,0,1,8,9,0,155540,2357,0,30710,157897,188607,47620
2020/11/02,2020,11,2,chokepoint18,Torres Strait,2,5,2,0,1,9,10,24963,160956,11321,0,0,197241,197241,47621
2020/11/03,2020,11,3,chokepoint18,Torres Strait,0,3,1,0,1,4,5,0,153993,11938,0,11730,165931,177662,47622
2020/11/04,2020,11,4,chokepoint18,Torres Strait,4,3,1,0,3,8,11,110796,143821,2065,0,43086,256682,299769,47623
2020/11/05,2020,11,5,chokepoint18,Torres Strait,2,4,1,0,1,7,8,46025,46874,17711,0,0,110611,110611,47624
2020/11/06,2020,11,6,chokepoint18,Torres Strait,0,3,1,0,4,4,8,0,33010,2204,0,122435,35215,157650,47625
2020/11/07,2020,11,7,chokepoint18,Torres Strait,0,1,0,0,0,1,1,0,30060,0,0,0,30060,30060,47626
2020/11/08,2020,11,8,chokepoint18,Torres Strait,2,4,1,1,1,8,9,21106,154498,574,3034,0,179214,179214,47627
2020/11/09,2020,11,9,chokepoint18,Torres Strait,2,3,1,0,4,6,10,27019,179990,1788,0,62003,208798,270802,47628
2020/11/10,2020,11,10,chokepoint18,Torres Strait,1,3,0,0,4,4,8,17309,81636,0,0,40961,98945,139907,47629
2020/11/11,2020,11,11,chokepoint18,Torres Strait,2,5,1,0,0,8,8,45232,62277,0,0,0,107509,107509,47630
2020/11/12,2020,11,12,chokepoint18,Torres Strait,1,3,0,1,3,5,8,27875,37815,0,3433,15263,69124,84388,47631
2020/11/13,2020,11,13,chokepoint18,Torres Strait,1,5,0,1,1,7,8,0,214559,0,2009,47986,216568,264555,47632
2020/11/14,2020,11,14,chokepoint18,Torres Strait,2,6,0,0,5,8,13,27587,270642,0,0,35875,298229,334104,47633
2020/11/15,2020,11,15,chokepoint18,Torres Strait,2,4,0,2,2,8,10,75877,48741,0,578,0,125197,125197,47634
2020/11/16,2020,11,16,chokepoint18,Torres Strait,3,7,1,0,7,11,18,17347,240587,1246,0,26402,259181,285584,47635
2020/11/17,2020,11,17,chokepoint18,Torres Strait,4,4,2,0,0,10,10,98765,59948,3221,0,0,161935,161935,47636
2020/11/18,2020,11,18,chokepoint18,Torres Strait,2,4,0,0,3,6,9,46589,36772,0,0,48358,83361,131720,47637
2020/11/19,2020,11,19,chokepoint18,Torres Strait,1,7,2,1,0,11,11,23974,114490,682,4834,0,143982,143982,47638
2020/11/20,2020,11,20,chokepoint18,Torres Strait,2,2,2,0,5,6,11,52977,75459,2287,0,20985,130723,151709,47639
2020/11/21,2020,11,21,chokepoint18,Torres Strait,1,3,2,0,1,6,7,19171,103077,8850,0,0,131098,131098,47640
2020/11/22,2020,11,22,chokepoint18,Torres Strait,0,4,2,1,0,7,7,0,142813,17200,578,0,160592,160592,47641
2020/11/23,2020,11,23,chokepoint18,Torres Strait,0,2,1,0,1,3,4,0,0,20757,0,31686,20757,52443,47642
2020/11/24,2020,11,24,chokepoint18,Torres Strait,3,4,0,0,4,7,11,85808,80486,0,0,33723,166295,200018,47643
2020/11/25,2020,11,25,chokepoint18,Torres Strait,0,4,2,0,6,6,12,0,97463,749,0,83557,98213,181770,47644
2020/11/26,2020,11,26,chokepoint18,Torres Strait,2,2,1,1,1,6,7,32124,56833,28428,2665,45795,120050,165846,47645
2020/11/27,2020,11,27,chokepoint18,Torres Strait,5,4,0,0,1,9,10,66832,88816,0,0,0,155648,155648,47646
2020/11/28,2020,11,28,chokepoint18,Torres Strait,0,6,0,0,2,6,8,0,125491,0,0,9794,125491,135286,47647
2020/11/29,2020,11,29,chokepoint18,Torres Strait,3,5,1,1,1,10,11,48559,231662,1151,578,0,281952,281952,47648
2020/11/30,2020,11,30,chokepoint18,Torres Strait,1,8,2,0,2,11,13,37123,269132,2638,0,55271,308893,364165,47649
2020/12/01,2020,12,1,chokepoint18,Torres Strait,1,5,1,1,4,8,12,48405,53419,2241,0,153806,104067,257873,47650
2020/12/02,2020,12,2,chokepoint18,Torres Strait,1,4,0,0,0,5,5,22343,66801,0,0,0,89144,89144,47651
2020/12/03,2020,12,3,chokepoint18,Torres Strait,2,2,0,0,1,4,5,47918,128866,0,0,103941,176785,280727,47652
2020/12/04,2020,12,4,chokepoint18,Torres Strait,0,3,0,0,1,3,4,0,46375,0,0,0,46375,46375,47653
2020/12/05,2020,12,5,chokepoint18,Torres Strait,1,2,1,1,1,5,6,23487,92217,836,0,48295,116542,164837,47654
2020/12/06,2020,12,6,chokepoint18,Torres Strait,2,5,1,1,2,9,11,50419,89255,3459,578,7421,143712,151134,47655
2020/12/07,2020,12,7,chokepoint18,Torres Strait,1,5,1,0,3,7,10,11090,210214,0,0,47347,221305,268653,47656
2020/12/08,2020,12,8,chokepoint18,Torres Strait,2,1,0,0,3,3,6,77127,0,0,0,87560,77127,164687,47657
2020/12/09,2020,12,9,chokepoint18,Torres Strait,1,7,1,0,3,9,12,22622,120676,2258,0,0,145556,145556,47658
2020/12/10,2020,12,10,chokepoint18,Torres Strait,0,2,2,0,3,4,7,0,13875,3468,0,0,17343,17343,47659
2020/12/11,2020,12,11,chokepoint18,Torres Strait,3,5,1,0,1,9,10,64524,43244,1424,0,6494,109193,115687,47660
2020/12/12,2020,12,12,chokepoint18,Torres Strait,3,6,2,0,3,11,14,56690,252114,20394,0,0,329198,329198,47661
2020/12/13,2020,12,13,chokepoint18,Torres Strait,2,5,0,1,2,8,10,20140,0,0,578,0,20719,20719,47662
2020/12/14,2020,12,14,chokepoint18,Torres Strait,0,4,0,1,1,5,6,0,214448,0,3946,60330,218394,278725,47663
2020/12/15,2020,12,15,chokepoint18,Torres Strait,1,4,0,0,2,5,7,18806,52437,0,0,0,71244,71244,47664
2020/12/16,2020,12,16,chokepoint18,Torres Strait,3,3,2,1,2,9,11,75294,183071,2098,6384,10768,266849,277617,47665
2020/12/17,2020,12,17,chokepoint18,Torres Strait,2,4,2,0,2,8,10,24665,100305,749,0,33895,125720,159616,47666
2020/12/18,2020,12,18,chokepoint18,Torres Strait,3,3,0,0,2,6,8,59676,31789,0,0,0,91465,91465,47667
2020/12/19,2020,12,19,chokepoint18,Torres Strait,0,5,0,0,0,5,5,0,213213,0,0,0,213213,213213,47668
2020/12/20,2020,12,20,chokepoint18,Torres Strait,1,5,1,1,3,8,11,21846,149757,0,578,47986,172182,220169,47669
2020/12/21,2020,12,21,chokepoint18,Torres Strait,0,7,1,0,1,8,9,0,230080,1151,0,31330,231232,262563,47670
2020/12/22,2020,12,22,chokepoint18,Torres Strait,0,7,1,0,2,8,10,0,192383,1067,0,23272,193451,216723,47671
2020/12/23,2020,12,23,chokepoint18,Torres Strait,2,2,0,0,2,4,6,73020,100922,0,0,11849,173943,185793,47672
2020/12/24,2020,12,24,chokepoint18,Torres Strait,3,5,0,0,1,8,9,56035,137677,0,0,11820,193712,205533,47673
2020/12/25,2020,12,25,chokepoint18,Torres Strait,3,10,1,0,1,14,15,50042,314104,12566,0,0,376714,376714,47674
2020/12/26,2020,12,26,chokepoint18,Torres Strait,1,5,1,0,1,7,8,6971,103095,0,0,0,110067,110067,47675
2020/12/27,2020,12,27,chokepoint18,Torres Strait,0,5,0,1,3,6,9,0,141251,0,578,43720,141829,185550,47676
2020/12/28,2020,12,28,chokepoint18,Torres Strait,3,2,0,0,1,5,6,60503,83970,0,0,12381,144473,156855,47677
2020/12/29,2020,12,29,chokepoint18,Torres Strait,2,3,0,1,2,6,8,45672,47690,0,4323,41412,97686,139099,47678
2020/12/30,2020,12,30,chokepoint18,Torres Strait,3,8,0,0,1,11,12,99268,398829,0,0,77744,498098,575843,47679
2020/12/31,2020,12,31,chokepoint18,Torres Strait,1,2,0,0,1,3,4,23000,35114,0,0,67198,58115,125313,47680
2021/01/01,2021,1,1,chokepoint18,Torres Strait,0,6,2,0,3,8,11,0,208444,0,0,119238,208444,327683,47681
2021/01/02,2021,1,2,chokepoint18,Torres Strait,1,3,0,0,3,4,7,23109,59162,0,0,6845,82272,89118,47682
2021/01/03,2021,1,3,chokepoint18,Torres Strait,1,2,2,1,2,6,8,12270,0,25066,578,35827,37915,73742,47683
2021/01/04,2021,1,4,chokepoint18,Torres Strait,2,8,3,1,5,14,19,40702,192468,6258,3799,134214,243229,377443,47684
